sample_id,true_logK,pred_cnn_logK,pred_gnn_logK,true_dP,pred_cnn_dP,pred_gnn_dP
87,-16.935560228574282,-16.99321830331031,-16.9520916092086,31.71493143317855,33.34157948234514,32.662538877830116
88,-17.230710988762123,-17.13800685504853,-17.175443920827774,42.612686149804006,39.29065965683441,40.573859952621405
89,-17.081155776762827,-17.115450513991746,-17.089738713677235,36.68363951686804,37.47844640250895,38.11346207069664
90,-17.23288726224518,-17.174730425729695,-17.261895100334527,42.21101776146463,41.14351243055506,43.47498177679233
91,-17.28716660128282,-17.283544166854508,-17.263011373708242,45.07506976785896,44.45145560439869,43.41346395857329
92,-16.962139132753315,-17.030702025586237,-16.96828282206182,32.768707145238636,35.90108712924513,33.21893927056681
93,-17.04920387250342,-17.06619148557305,-17.09982441129001,35.504913344551596,35.95400513100134,38.08699503117589
94,-17.052322387650463,-17.01175717112059,-17.041013798862043,35.636470707781086,34.68882842901138,35.620402609506186
95,-16.980672835344294,-16.98387875385537,-17.009746193026565,33.13526542204113,32.36265118918374,34.99664623862955
96,-16.727102291418355,-16.71191688154363,-16.77603059720777,25.61539083587786,25.767811921910265,25.928733298353677
97,-17.10543823448795,-17.117854107352933,-17.117913796191818,38.12245176132788,40.21324778322679,38.91656189881354
98,-16.516933452806526,-16.54746028394468,-16.68067693202517,20.80031738616617,16.685057541948254,22.561236414644554
99,-17.042289733601145,-16.945594918600058,-16.985805384839132,35.401996708094,30.630680078464138,33.486642148014994
100,-16.729099263982583,-16.73073843837375,-16.806631131086114,25.810127336806886,25.074796711341264,27.223611636548753
101,-16.898038870099562,-17.003774337253393,-16.950860796887675,30.47001670417046,34.457463278670105,32.5409456035585
102,-16.773780821900676,-16.778611398611247,-16.76915933192783,27.13726819307908,26.109797216516768,25.715148859963733
103,-17.057992935258472,-16.995336428311614,-17.03448512805355,35.99513245365428,35.525408438170246,35.364756356255526
104,-17.059518813871087,-16.980728154256965,-17.076220007891663,35.89937968326754,34.248256455390504,37.064910232281804
105,-17.18880462699193,-17.011214094773305,-17.17811623116503,40.84192284642245,33.19245500538324,40.310239557260644
106,-16.90703010211216,-16.93275838592229,-16.939303932640755,30.831829119470854,34.26813946379042,31.81267443750744
107,-16.84699248953788,-16.788914847470622,-16.84737833225656,29.03041294050422,27.332115703835143,28.648009350665916
108,-17.294832222038792,-17.332766463197075,-17.327155913258046,45.25814411226895,46.96249712639917,47.458325963994184
109,-16.89530944097581,-16.927384582177325,-16.958216119396507,30.45776581277562,31.557731948280946,33.04413018196851
110,-17.114498137965533,-17.110236656243377,-17.108807330397,37.92423629854782,37.70976332697548,38.43749650208244
111,-17.199678418194136,-17.196695014316656,-17.16977451920048,41.43788522755273,42.3307832015152,41.636892544482635
112,-17.17993926894588,-17.161365115237157,-17.19620410919573,40.49341955240257,39.08348316501207,41.94027244917061
113,-17.84497070494352,-17.394243355338553,-17.60957118484741,78.74455318832452,50.9530485309233,70.60232076370903
114,-16.90593147587342,-16.970709001746613,-16.941278084479205,30.552268861325047,34.08385779181327,32.1264716574816
115,-16.825737001008267,-16.920471425880585,-16.86862111283983,28.41135017995248,31.468383583631123,29.227899422803716
116,-16.975370407060804,-16.926485013611938,-16.9187204249102,33.26895915025233,29.662488349539785,31.271517607985515
117,-16.982255937387233,-16.95584254625639,-17.011419590134892,33.08836759804291,33.58709187816106,34.56713467170667
118,-16.82484627275338,-16.89177581148479,-16.8410946127646,28.39564114104917,30.609544572981235,28.0082704356397
119,-16.652770985061963,-16.74280074067628,-16.740128120593297,23.706931325831647,26.91692440460008,24.484854507968976
120,-16.981075287131187,-16.9340921342829,-16.941226767146475,33.189559945652604,32.02512695845411,32.24907473838675
121,-17.053237915053483,-17.06958449050368,-17.05382402826747,35.553485885768055,35.75790741991733,35.97676922720538
122,-16.881021506789935,-16.832054692072205,-16.916753958114402,30.02980838343126,28.533345386356473,31.391340084119634
123,-16.941682813315772,-16.972078814555736,-16.94994502108637,31.90720160198481,32.995307677244966,32.427177373715494
124,-17.224967951366686,-17.174696939705075,-17.21384000960912,42.34806819716994,39.305540332752514,42.07858839690414
125,-17.00611305144188,-16.963930325324746,-17.004380275240397,34.01520931477336,34.29896038528608,34.34020608652182
126,-17.079799651366265,-17.02304681898392,-17.03517147435717,36.747005457311005,34.35694502866528,35.404530411698005
127,-17.29227638446667,-17.292830193084846,-17.266580816502593,44.85203954156566,44.543106848770776,44.25091137555307
128,-16.876586919063506,-16.870091835784145,-16.906396362353217,29.87471617128483,30.21604153160922,30.36838988706529
129,-16.903955465560603,-16.97642586981381,-16.965560810092523,30.72436165429349,32.34208221661123,33.374189958811144
130,-16.68887521497477,-16.64412633340418,-16.730661454003148,24.773759496796288,23.51495935238836,24.28283193446123
131,-16.89984703171397,-16.950603691190643,-16.92958347547001,30.76347768941639,33.02754875894169,31.788461280268052
132,-17.25270271777204,-17.275027063464503,-17.236946019574287,43.54770278331449,43.74031402024451,43.180366289345216
133,-17.186876300778174,-17.319332657041176,-17.19669432785315,40.77036667749917,46.16120982080304,42.35325427005512
134,-16.820657723592845,-16.856316857266407,-16.886003071985517,28.441200339650322,29.125407494632668,29.901746681375926
135,-17.208452225448877,-17.10848078305641,-17.08481869998066,41.684780269904024,37.36776654261263,36.66581717623157
136,-16.922866823537248,-16.92189793052939,-16.97118520650273,31.313369843948635,32.558244379743485,33.093869474746384
137,-17.083740234421615,-17.042360486431853,-17.093510353459745,36.77846908742596,37.604628599335925,37.674041058446264
138,-16.85721778201579,-16.80708875109857,-16.841891462949466,29.321779285151706,26.934907996580137,28.683488091387062
139,-17.133871079862796,-17.190874155400003,-17.165506013784658,38.66477199297678,39.106333580926446,40.20646106347348
140,-16.98056030555856,-17.01823102426034,-17.03719880723491,33.12509921863955,37.41431947056202,35.32580970681698
141,-17.019264222992728,-16.9373135903094,-16.959532739655522,34.47919077276512,31.264814528394993,32.685573034147865
142,-16.96484565743622,-16.94860748880498,-16.963225737509212,32.65663927971184,30.18682527630301,32.937410693349875
143,-16.796459198588433,-16.812813153521304,-16.876738259151775,27.630500931891447,28.960730158110323,29.7171664312433
144,-16.814844131143534,-16.881706764797755,-16.84060384158777,28.098584968577256,29.28278727480108,28.5156932926875
145,-16.91765212863826,-16.899864092843515,-16.938635183243072,31.14541618635866,32.621439594728315,32.01306248701019
146,-17.316755287955225,-17.161119913821878,-17.224493320453725,46.361450112398074,42.025846862493665,43.14215441012391
147,-17.397926315756365,-17.31706844925747,-17.36033975999171,50.36328470885928,49.356439358160515,47.66932195945162
148,-17.115976332479093,-17.09645603533049,-17.11442540632006,37.984832783051516,37.32345907550945,38.44338155408545
149,-16.7151431930437,-16.678391477358844,-16.742304410819365,25.43851466774163,23.84849105726971,24.930406612106253
150,-16.92439269796411,-16.933547818952704,-16.994393796718565,31.560081528689068,33.38538855360417,34.20641972252392
151,-17.40531731762443,-17.302190775949,-17.22860120178095,50.73320773179853,45.728748454821016,42.57976025231221
152,-16.794332501164828,-16.859560815901453,-16.8745616842945,27.53212938226602,32.034184594755345,29.820419350918314
153,-17.22206496417733,-17.188355303142075,-17.200933089307604,41.83029156839211,41.460471516637256,41.67017175945841
154,-16.81987190705309,-16.8560709359016,-16.810756960922536,28.25006668179742,28.51113653068387,27.299540061487278
155,-16.9369621293665,-16.92471383731172,-16.948328742764538,31.76162331480799,32.344067378552666,32.56593123607706
156,-16.787048336458312,-16.770368981081198,-16.973329701748423,27.23988338043739,26.36685922785466,33.13066961520178
157,-17.07754135177303,-17.049928762791037,-17.05471051635449,36.532775917848596,32.272780312761824,36.537518908406895
158,-17.126131061531623,-17.180119766990085,-17.1917345704311,38.333316841747916,39.142986729059146,42.597635896805286
159,-16.775329584025368,-16.77034500508757,-16.8385985142604,26.831273815568125,25.664036873255668,28.158016567633013
160,-16.88976097412643,-16.96779739190592,-16.954224468060737,30.289928141315272,30.83269040261166,32.41721864385272
161,-17.354814532443413,-17.29644271564987,-17.20819630850572,48.235138282276125,42.28939873799567,42.116559882431034
162,-17.135679241477206,-17.115332994788343,-17.060706775068102,38.74505994607969,37.581328019433286,36.562641580642975
163,-17.115926743862385,-17.061146078748312,-17.09820998307104,37.98160933519892,39.53188554215666,38.380459078761874
164,-16.659400950048493,-16.696787728190266,-16.64403123309426,24.234881813861193,22.953986120362742,21.76487028951874
165,-16.835512157600228,-16.908805765539675,-17.013511566736717,44.59027071356138,33.667776882791884,35.32466266906968
166,-16.79381179348199,-16.761902408102344,-16.78099118340893,27.52028118858857,26.478524395664067,26.59304442999087
167,-17.06334304816424,-17.035839853315707,-17.030016878500874,35.89635849340584,35.057554842573666,35.34362429590519
168,-16.830247886641793,-17.07794708937609,-17.068787764844966,45.81849645484817,41.19788504383797,36.61566063962104
169,-16.90742302712505,-16.9361200814199,-16.920526594106146,30.830776440076534,29.393519960063372,31.285400726630314
170,-16.824224470762214,-16.767538440906108,-16.78963292178257,28.365808589806647,26.71377106202658,26.506290632953664
171,-17.19651412281166,-17.204720827496452,-17.16630485638799,41.172912426264645,42.38241272369277,40.41995363166174
172,-16.796781535061424,-16.8512550093268,-16.83030642021283,27.60407293720641,29.928426553530585,28.52263638317993
173,-17.24574470694532,-17.253530241155456,-17.24557705916306,43.60236363935519,42.99469622894509,43.47383263368624
174,-17.170110702144648,-17.129717406396903,-17.156474774344147,40.09655004232752,39.09273985341696,39.877103710881244
175,-16.968664169281695,-16.995440435904083,-17.02559826779394,32.99697894933064,34.177622816409155,35.292576235545795
176,-16.983655929476043,-16.914219116279718,-16.859519862493343,33.350162455937664,31.370211851694364,29.54242624529627
177,-17.120216370588235,-17.050733532420725,-17.089772568048126,38.212482453621476,37.91256677327302,37.71292215466798
178,-16.55718231495858,-16.593270906897892,-16.670435733685565,21.715494649622542,19.15851879236402,22.179466729197884
179,-16.859996803942003,-16.866549014379366,-16.868232942842436,29.43764904585828,28.31461315433205,29.71606475440808
180,-16.800624843308128,-16.831365951517824,-16.876282832473933,27.72237802384268,27.130744643174353,29.877865788032636
181,-16.82779503533839,-16.850821398793997,-16.826534721829773,28.44327890296347,29.261254430695885,28.731919764960935
182,-17.126140596677136,-17.061787302633757,-17.097969231111286,38.36610790057911,34.610945465531984,37.5913656763261
183,-17.03459930493312,-17.08403677409839,-17.101823702761447,34.99965288237598,36.01225619796543,37.52347508060103
184,-16.92361449949496,-16.852949904462932,-16.8723540678924,31.214880011438538,29.19904299245411,29.839889708995656
185,-16.995265961158555,-16.91206964835937,-17.00942121534338,33.6610106424377,33.09046070747132,34.30773992283096
186,-16.928386684950098,-16.90058047611122,-16.984809150492175,31.47149453833572,31.110839304784065,33.85773498485571
187,-16.763364776283517,-16.77787651431494,-16.761151584458318,26.814718039639274,23.720027423082,25.86982689061756
188,-16.9450550066821,-17.04466847719275,-17.102314708340447,31.697198953083102,36.194218912935014,38.39112779302705
189,-16.840854651912174,-16.798015411353603,-16.858589185411084,28.886322185009703,28.04961049522842,29.016169996902818
190,-16.849575048957647,-16.83980345862731,-16.840472174538966,28.783607471599566,28.500285894279727,28.108638630981773
191,-17.02311897299547,-17.0867190883855,-17.070369125614626,34.60945506290588,38.173775193047014,36.99299222874126
192,-17.396705616214874,-17.313326921782597,-17.37269305584819,50.29068428197684,46.67330121526652,49.01053426828207
193,-16.880668647805503,-16.924399135652344,-16.919225929937863,30.007349181459062,30.32591369931572,31.370900495414503
194,-17.37985230093986,-17.236258082684497,-17.311354996764784,49.392620140339545,44.15327019403105,49.321063971416265
195,-17.215961449726862,-17.232192326776243,-17.266496080117292,42.13565816619155,42.65830047052617,44.95801335038061
196,-17.374267568725813,-17.236198862649957,-17.34649888097752,49.17639519923614,44.366928128582344,50.44069760314005
197,-17.283159261744515,-17.27533551998029,-17.23276949189659,44.89336046152903,43.23451037550143,43.32780571369119
198,-17.081922531383064,-17.08394219282185,-17.070480182015277,36.84730527634151,37.04901752474872,37.19373799784182
199,-16.969600681303746,-16.987904874867734,-16.980657113655734,32.66391769644042,36.099152393815245,33.59343742955002
200,-17.258281707132863,-17.17014943710363,-17.075420395109767,43.79843149262365,41.61489613865143,37.08661954373274
201,-16.85981941172658,-16.86104344312752,-16.829281396256203,29.464822720347,29.090858939703594,27.837868054382284
202,-17.077674864738942,-17.102839208315572,-17.05584583490471,36.56448750180998,36.78733671509652,36.98800587784662
203,-16.686609282660797,-16.704249017224008,-16.727038165681208,24.72285498362703,26.154143728455665,24.106551391465928
204,-16.906753541034824,-16.88558153316459,-16.92337580273996,30.810087270656823,31.40613310055363,31.49022381011946
205,-17.160293579192334,-17.091505243791534,-17.136956791916994,39.64125433771642,38.2731818614605,39.04146709385594
206,-17.25923157170723,-17.213466690663648,-17.30355395852525,43.84678660769612,41.81535385639046,45.71348651756591
207,-17.105323791813056,-17.06197127485302,-16.996468080142137,37.575931554216425,37.10952859867429,34.28729803737079
208,-17.053697586084944,-16.974649134833506,-17.030145619708275,35.68677519369558,31.818212296706577,35.381991971676854
209,-17.030069351101453,-16.96687019737022,-16.99772394000948,34.8572693814628,33.70414140537429,34.63449658313047
210,-16.949758529043756,-16.91629578558254,-16.950911837960703,32.162540281456074,29.33106506578713,32.168647735905665
211,-16.86151886096206,-16.876408739926504,-16.871527599318757,29.596157298337403,30.97394083770405,29.325774107755024
212,-16.73322105875304,-16.667342730049505,-16.75238062351567,25.898178034857892,23.141001696425064,24.861560614132713
213,-17.079927444500598,-17.154257773483646,-17.0529444048155,36.90244672837478,38.06920087363775,36.95627266610859
214,-16.72256279197679,-16.741894307475846,-16.728237735541164,25.63212422752997,25.64971890232289,24.213136137122092
215,-16.96589660794741,-16.994333120041954,-16.976977828329126,32.6978453619231,34.4948245929408,33.4763718250515
216,-16.934711458308243,-16.94931963609057,-16.971172347869278,31.55279354214781,31.77737522647209,33.080651649478796
217,-16.891111381784285,-16.844566544255258,-16.898624708100286,30.593977167305525,28.631383140915773,30.706486009800415
218,-16.766521470338404,-16.839207256701965,-16.935313955606215,26.779191832647257,28.055219936626372,31.790881294497467
219,-16.71452902586615,-16.781739830461355,-16.761047275491627,25.429960020794624,28.25100988253473,25.601414315861348
220,-16.85567474600131,-16.881934871597466,-16.89912850534069,29.42938838355667,30.15234179610013,29.827805715133877
221,-17.009939193915216,-16.967077676778764,-17.001730224738008,34.780574797321464,33.69692500103184,34.32653733168095
222,-17.180040363254207,-17.23534018052063,-17.131690160193827,40.78614806418631,42.51100574174785,38.91738949621373
223,-17.11399460024182,-17.13203388586504,-17.06865222178881,38.06878664429608,38.44901224046754,36.88558888130882
224,-16.990034104671953,-16.938238306879278,-16.987544196896554,33.49748627694652,33.63238771551738,34.034928870772774
225,-16.66523170408542,-16.72513143795333,-16.756822142849195,24.20843544513582,24.062205645112044,25.186785721611614
226,-17.027612686576994,-17.10692679711188,-17.036706804400236,34.77004628081198,38.3912105719067,35.626605762082534
227,-16.80712319147489,-16.813642167032818,-16.87121499053592,28.173641392184777,27.446684735602844,29.948542299774772
228,-16.93362999365712,-16.956827303268412,-17.03883830392906,31.759344168221162,33.47627191620717,35.39248737663448
229,-16.756978991388515,-16.700655732380127,-16.80883074432833,26.526353553831882,25.794285851696145,27.19666610639422
230,-17.22939301231911,-17.262723511097597,-17.144733368615547,42.53874977707204,43.86223151976958,39.50701015388012
231,-16.687204362804316,-16.753526548764185,-16.815323600787053,24.742498363917548,24.979516594002575,27.368056857904776
232,-16.93503761218804,-16.876931925575164,-16.9782926235998,31.83955757248333,31.002263272506354,33.591502796219515
233,-16.746067034489748,-16.773875838495535,-16.835690939485673,26.226066612600675,24.235318197319202,28.308004624490763
234,-16.96225357124245,-16.925812647723596,-16.94396054108192,32.64528641953848,32.32355888719627,32.73142851414946
235,-16.89241981471028,-16.831884449123038,-16.886266188423967,30.381302243912273,26.79289810115381,30.170712774097296
236,-16.76031302742979,-16.908032439287105,-16.904315155694057,26.61149043531941,30.420469573231117,30.577834041699248
237,-17.012798310226565,-16.95733756331157,-17.002726174453755,34.35000614889043,32.665482169416634,34.477840280800336
238,-16.697336195787514,-16.744197811109444,-16.700050840831395,24.94273023407743,23.143632246533343,23.88334814295945
239,-17.12654876620273,-17.07208639883315,-17.1349986296553,38.38379664663063,35.06348429850749,38.740106228246276
240,-16.985849381289732,-16.973978141872173,-16.891179659788484,33.42407624391171,31.814681418621774,30.171782296361926
241,-17.138948440203308,-17.044782396648507,-17.15925326886547,38.893318163598195,37.59229732151461,40.022385716657624
242,-17.20352172644084,-17.18758172574432,-17.150804443479664,41.65124879466612,40.58773522401981,39.87092582261036
243,-17.227369301164224,-17.16478345234541,-17.208838771374076,42.565597695137285,41.63370273452159,42.17139567464744
244,-16.803554535602117,-16.888534598703764,-16.884632555969876,27.79519281452906,28.542837109360676,30.174312554833364
245,-16.770559315645137,-16.8252880706192,-16.82346306553441,27.09439313553719,28.105230246499218,27.85307946302646
246,-17.0457592012529,-17.09269292611275,-17.230322584362558,35.403987803319296,37.249726354372356,42.55799160802269
247,-16.958635330938723,-16.938369572095787,-16.987221031644456,32.45627228379698,32.21026378889195,33.65324339967765
249,-16.98624229374536,-16.864592760821076,-16.952384528208963,33.35418713635653,28.012807292432967,32.34658806721143
250,-17.167373654950296,-17.09164046035895,-17.126357686574746,39.98423393585992,38.06831662294652,41.47899446325971
251,-17.05616950990305,-17.03408598929022,-17.04466043531465,35.618511231728974,34.93109780670778,36.60674119141484
252,-17.216764444597246,-17.260115619500205,-17.214348561865023,41.90248853197215,44.56752977630401,42.37440125931323
253,-17.1295433041834,-17.10500476627075,-17.122121650045546,38.437843312093804,38.643264891667684,38.94628171766274
254,-16.933322910068345,-16.930041832175007,-16.989724312900936,31.679380344673575,32.65755836452121,34.06190808666793
255,-16.954092022461857,-17.00249781650886,-16.99571422182713,32.32976931283025,34.15133645495172,33.98290047880289
256,-16.820224766037523,-16.82431302455432,-16.813644678484664,28.45309293725859,27.46850697084335,27.534103826017258
257,-17.201429368935482,-17.244700194122366,-17.196822579327446,41.37512984115847,43.49265492404919,42.064906627118035
258,-17.008169172882845,-17.02513577765778,-17.029090064868704,34.10406502546664,34.14974021019742,35.36183947735199
259,-17.428644184664975,-17.356233033932334,-17.427359124984164,51.44921805384956,47.73088571277151,50.719012254468
260,-16.978151320947408,-16.981687629320398,-17.04200848029461,33.09599703550043,34.16553958813239,36.0782517315354
261,-17.27857016950049,-17.190213610078352,-17.27749503370802,44.541122452414356,39.99270111471907,44.020976338018045
262,-17.123306272581264,-17.11933085778168,-17.126674213222465,38.26586918480254,36.61292266836548,39.009188307097276
263,-17.03805351289881,-16.967121108152696,-16.982735147514063,35.330989846418305,33.64658013050786,33.54967659014687
264,-16.74356268168048,-16.721554192915242,-16.77139549516592,26.21625334389057,23.31677695331109,26.16800541072007
265,-17.000404358150444,-16.968260905458706,-17.005718586071858,33.83797447005804,33.262621637506015,34.73617507722409
